language_initial,eng_vil_name,Lat,Lon,Family
Tabasaran ,Urzig,41.94811,47.849920000000004,Lezgic
Tabasaran ,Ushnyug,41.926390000000005,48.00306,Lezgic
Tabasaran ,Firgil',41.92507,48.02587,Lezgic
Tabasaran ,Furdag,41.863479999999996,47.86215,Lezgic
Tabasaran ,Khalag,41.90551,47.88935,Lezgic
Tabasaran ,Khanag,41.97444,47.90333,Lezgic
Tabasaran ,Khanak,41.91373,47.86645,Lezgic
Tabasaran ,Khapil',41.98722,47.977309999999996,Lezgic
Tabasaran ,Kharag,41.945423,47.825106,Lezgic
Tabasaran ,Kharkhni,41.939561,47.880088,Lezgic
Tabasaran ,Khiv,41.7533,47.9286,Lezgic
Tabasaran ,Khoredzh,41.749140000000004,47.8667,Lezgic
Tabasaran ,Khurik,41.98583,47.89861,Lezgic
Tabasaran ,Khursatil',41.862503000000004,47.793991,Lezgic
Tabasaran ,Khustil',42.00335,47.93489,Lezgic
Tabasaran ,Khuchni,41.947717,47.945961,Lezgic
Tabasaran ,Khyuryak,41.88238,48.07289,Lezgic
Tabasaran ,Tsantil',41.95508,47.86271,Lezgic
Tabasaran ,Tsuduk,41.78225,47.89671,Lezgic
Tabasaran ,Tsurtil',41.918365,47.932001,Lezgic
Tabasaran ,Tsukhdyg,41.94056,47.981390000000005,Lezgic
Tabasaran ,Chuvek,41.807699,47.901711,Lezgic
Tabasaran ,Chulat,41.880921,48.154399,Lezgic
Tabasaran ,Churdaf,41.95272,47.8636,Lezgic
Tabasaran ,Shile,41.94774,47.829390000000004,Lezgic
Tabasaran ,Yurgulig,41.962775,47.896658,Lezgic
Tabasaran ,Yukhari-Yarak,41.837140000000005,47.94825,Lezgic
Tabasaran ,Yagdyg,41.980115000000005,47.970578,Lezgic
Tabasaran ,Yargil',41.790040000000005,47.95429,Lezgic
Tindi ,Aknada,42.4024828,46.1693204,Andic
Tindi ,Angida,42.432790000000004,46.1924,Andic
Tindi ,Asha,42.450373,46.3334458,Andic
Tindi ,Gadaychi,42.470059,46.070951,Andic
Tindi ,Gvanachi,42.4606005,46.1622609,Andic
Tindi ,Sanukh,42.47054,46.13446,Andic
Tindi ,Tenla,42.465771000000004,46.128629,Andic
Tindi ,Tindi,42.454716,46.13469,Andic
Tindi ,Tissi,42.48917,46.14395,Andic
Tindi ,Tissi-Akhitli,42.501506,46.103922999999995,Andic
Tindi ,Khalikh,42.48467,46.09121,Andic
Tindi ,Echeda,42.43436,45.992398,Andic
Tsakhur ,Gel'mets,41.62466,47.17889,Lezgic
Tsakhur ,Dzhinykh,41.67245,47.04479,Lezgic
Tsakhur ,Kal'yal,41.684366,47.003665000000005,Lezgic
Tsakhur ,Korsh,41.66952,47.06211,Lezgic
Tsakhur ,Kurdul,41.581424,47.177309,Lezgic
Tsakhur ,Mikikh,41.63753,47.16822,Lezgic
Tsakhur ,Mishlesh,41.6649,47.089775,Lezgic
Tsakhur ,Muslakh,41.65889,47.11185,Lezgic
Tsakhur ,Mukhakh,41.70068,46.991105,Lezgic
Tsakhur ,Ottal,41.667678,47.012864,Lezgic
Tsakhur ,Syugut,41.649440000000006,47.11833,Lezgic
Tsakhur ,Tsakhur,41.651115000000004,47.135943,Lezgic
Tsez сагадинский,Mitluda,42.366929999999996,45.94512,Tsezic
Tsez сагадинский,Sagada,42.38941,45.91798,Tsezic
Tsez сагадинский,Tlyatsuda,42.34923,45.924929999999996,Tsezic
Tsez цезский,Azilta,42.260166,45.938182,Tsezic
Tsez цезский,Akdy,42.25829,45.82798,Tsezic
Tsez цезский,Asakh,42.26311,45.81684,Tsezic
Tsez цезский,Berikh,42.23806,46.053059999999995,Tsezic
Tsez цезский,Vitsiyatl',42.197434,45.888164,Tsezic
Tsez цезский,Galatli,42.288201,45.894106,Tsezic
Tsez цезский,Geniyatl',42.238279999999996,46.035044,Tsezic
Tsez цезский,Gutatli,42.207019,45.936713,Tsezic
Tsez цезский,Zekhida,42.19594,45.94664,Tsezic
Tsez цезский,Itsirakh,42.244662,45.849585,Tsezic
Tsez цезский,Kidero,42.1931,45.9583,Tsezic
Tsez цезский,Kimyatli,42.2488,45.823029999999996,Tsezic
Tsez цезский,Kitlyarta,42.208490000000005,45.84333,Tsezic
Tsez цезский,Kituri,42.244627,46.019304,Tsezic
Tsez цезский,Mokok,42.2619,45.9008,Tsezic
Tsez цезский,Retlob,42.24411,45.8289,Tsezic
Tsez цезский,Khalakh,42.22547,45.850837,Tsezic
Tsez цезский,Khamaitli,42.31091,45.96217,Tsezic
Tsez цезский,Khenokh,42.261829999999996,45.96692,Tsezic
Tsez цезский,Khetokh,42.25611,45.97361,Tsezic
Tsez цезский,Khibiyatl',42.187996000000005,45.874340999999994,Tsezic
Tsez цезский,Khuntli,42.23806,46.053059999999995,Tsezic
Tsez цезский,Khupri,42.20145,45.841429999999995,Tsezic
Tsez цезский,Khutrakh,42.23806,46.053059999999995,Tsezic
Tsez цезский,Khushet,42.39721,45.77278,Tsezic
Tsez цезский,Tsekhok,42.24723,45.985279999999996,Tsezic
Tsez цезский,Tsitsimakh,42.21621,45.826209999999996,Tsezic
Tsez цезский,Chalyakh,42.24114,45.837540000000004,Tsezic
Tsez цезский,Shaitli,42.23835,46.05158,Tsezic
Tsez цезский,Shapikh,42.224044,45.858118,Tsezic
Tsez цезский,Shauri,42.270484,45.941421000000005,Tsezic
Tsez цезский,El'bok,42.183907,45.906506,Tsezic
Xvarshi ,Inkhokvari,42.410888,46.044877,Tsezic
Xvarshi ,Kvantlada,42.39204,46.06382,Tsezic
Xvarshi ,Santlada,42.38431,46.07505,Tsezic
Xvarshi ,Khvarshi,42.353471,46.107859000000005,Tsezic
